12/05-15:38:18.615224 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920589,0x310C2990,,0x5A4,64,0,57554,52,53248,,,,
12/05-15:38:18.615238 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920589,0x310C29B2,,0x5A4,64,0,57555,52,53248,,,,
12/05-15:38:18.730789 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x68,***AP***,0xA5920589,0x310C29B2,,0x5A4,64,0,57556,90,92160,,,,
12/05-15:38:18.894280 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205AF,0x310C2A49,,0x5A4,64,0,57557,52,53248,,,,
12/05-15:38:18.894298 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205AF,0x310C2AEB,,0x5A4,64,0,57558,52,53248,,,,
12/05-15:38:18.894305 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205AF,0x310C2B0D,,0x5A4,64,0,57559,52,53248,,,,
12/05-15:38:18.967280 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x62,***AP***,0xA59205AF,0x310C2B0D,,0x5A4,64,0,57560,84,86016,,,,
12/05-15:38:19.033270 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x127,***AP***,0xB6B2C8B9,0x218FED2,,0x99B,64,0,21024,281,25604,,,,
12/05-15:38:19.034504 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,58806,35.186.224.53,443,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0xC4,***AP***,0x4D1CC474,0xBDFF9383,,0x5A4,64,0,48374,182,186368,,,,
12/05-15:38:19.083805 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xB6B2C99E,0x218FF09,,0x99B,64,0,21025,52,53248,,,,
12/05-15:38:19.090305 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,58806,35.186.224.53,443,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0x4D1CC4F6,0xBDFF960C,,0x5A4,64,0,48375,52,53248,,,,
12/05-15:38:19.090320 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,58806,35.186.224.53,443,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x70,***AP***,0x4D1CC4F6,0xBDFF960C,,0x5A4,64,0,48376,98,100352,,,,
12/05-15:38:19.115437 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205CF,0x310C2B2B,,0x5A4,64,0,57561,52,53248,,,,
12/05-15:38:19.128131 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x73,***AP***,0xB6B2C99E,0x218FF09,,0x99B,64,0,21026,101,103424,,,,
12/05-15:38:19.143153 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.104,22,222186175148,14454,00:1B:21:AE:28:67,C4:EA:1D:17:4D:D4,0x96,***AP***,0xDE61112D,0xCA092F59,,0xF8,64,0,41828,136,139264,,,,
12/05-15:38:19.270003 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xB6B2C9CF,0x218FF24,,0x99B,64,0,21027,52,53248,,,,
12/05-15:38:19.340615 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x6A,***AP***,0xA59205CF,0x310C2B2B,,0x5A4,64,0,57562,92,94208,,,,
12/05-15:38:19.570361 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205F7,0x310C2B4D,,0x5A4,64,0,57563,52,53248,,,,
12/05-15:38:19.570375 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205F7,0x310C2B84,,0x5A4,64,0,57564,52,53248,,,,
12/05-15:38:19.570385 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205F7,0x310C2BDB,,0x5A4,64,0,57565,52,53248,,,,
12/05-15:38:19.570400 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205F7,0x310C2C72,,0x5A4,64,0,57566,52,53248,,,,
12/05-15:38:19.570408 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205F7,0x310C2CB0,,0x5A4,64,0,57567,52,53248,,,,
12/05-15:38:19.570428 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59205F7,0x310C2CD2,,0x5A4,64,0,57568,52,53248,,,,
12/05-15:38:19.616394 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x4E,***A****,0xA59205F7,0x310C2CD2,,0x5A4,64,0,57569,64,65536,,,,
12/05-15:38:19.829140 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x66,***AP***,0xA59205F7,0x310C2CD2,,0x5A4,64,0,57570,88,90112,,,,
12/05-15:38:20.012879 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592061B,0x310C2D69,,0x5A4,64,0,57571,52,53248,,,,
12/05-15:38:20.012886 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592061B,0x310C2E18,,0x5A4,64,0,57572,52,53248,,,,
12/05-15:38:20.088208 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x62,***AP***,0xA592061B,0x310C2E18,,0x5A4,64,0,57573,84,86016,,,,
12/05-15:38:20.236442 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592063B,0x310C2E36,,0x5A4,64,0,57574,52,53248,,,,
12/05-15:38:20.319138 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,36658,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x62,***AP***,0x45C6421B,0xCB3DAAB6,,0x106,64,0,53006,84,86016,,,,
12/05-15:38:20.555930 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,36658,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0x45C6423B,0xCB3DAAD6,,0x106,64,0,53007,52,53248,,,,
12/05-15:38:20.571399 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x67,***AP***,0xA592063B,0x310C2E36,,0x5A4,64,0,57575,89,91136,,,,
12/05-15:38:20.817611 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920660,0x310C2E58,,0x5A4,64,0,57576,52,53248,,,,
12/05-15:38:20.829083 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920660,0x310C2EAF,,0x5A4,64,0,57577,52,53248,,,,
12/05-15:38:20.831042 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920660,0x310C2F46,,0x5A4,64,0,57578,52,53248,,,,
12/05-15:38:20.831057 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920660,0x310C2F9C,,0x5A4,64,0,57579,52,53248,,,,
12/05-15:38:20.831064 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920660,0x310C2FBE,,0x5A4,64,0,57580,52,53248,,,,
12/05-15:38:20.914126 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x67,***AP***,0xA5920660,0x310C2FBE,,0x5A4,64,0,57581,89,91136,,,,
12/05-15:38:21.094173 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920685,0x310C3055,,0x5A4,64,0,57582,52,53248,,,,
12/05-15:38:21.095795 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920685,0x310C30F4,,0x5A4,64,0,57583,52,53248,,,,
12/05-15:38:21.095817 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920685,0x310C3115,,0x5A4,64,0,57584,52,53248,,,,
12/05-15:38:21.135091 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x62,***AP***,0xA5920685,0x310C3115,,0x5A4,64,0,57585,84,86016,,,,
12/05-15:38:21.202275 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x127,***AP***,0xB6B2C9CF,0x218FF24,,0x99B,64,0,21028,281,25604,,,,
12/05-15:38:21.254285 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xB6B2CAB4,0x218FF5B,,0x99B,64,0,21029,52,53248,,,,
12/05-15:38:21.286136 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206A5,0x310C3133,,0x5A4,64,0,57586,52,53248,,,,
12/05-15:38:21.318001 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x73,***AP***,0xB6B2CAB4,0x218FF5B,,0x99B,64,0,21030,101,103424,,,,
12/05-15:38:21.369155 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x25A,***AP***,0xB6B2CAE5,0x218FF76,,0x99B,64,0,21031,588,77832,,,,
12/05-15:38:21.461400 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xB6B2CCFD,0x218FFAD,,0x99B,64,0,21032,52,53248,,,,
12/05-15:38:21.461415 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x67,***AP***,0xA59206A5,0x310C3133,,0x5A4,64,0,57587,89,91136,,,,
12/05-15:38:21.509475 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,44418,104.199.65.187,4070,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xB6B2CCFD,0x2190010,,0x99B,64,0,21033,52,53248,,,,
12/05-15:38:21.608893 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206CA,0x310C3154,,0x5A4,64,0,57588,52,53248,,,,
12/05-15:38:21.626742 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206CA,0x310C318B,,0x5A4,64,0,57589,52,53248,,,,
12/05-15:38:21.626761 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206CA,0x310C31E2,,0x5A4,64,0,57590,52,53248,,,,
12/05-15:38:21.626769 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206CA,0x310C3279,,0x5A4,64,0,57591,52,53248,,,,
12/05-15:38:21.628115 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206CA,0x310C32C0,,0x5A4,64,0,57592,52,53248,,,,
12/05-15:38:21.628126 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206CA,0x310C32E2,,0x5A4,64,0,57593,52,53248,,,,
12/05-15:38:21.671820 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x67,***AP***,0xA59206CA,0x310C32E2,,0x5A4,64,0,57594,89,91136,,,,
12/05-15:38:21.834032 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206EF,0x310C3379,,0x5A4,64,0,57595,52,53248,,,,
12/05-15:38:21.837246 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206EF,0x310C3417,,0x5A4,64,0,57596,52,53248,,,,
12/05-15:38:21.837260 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59206EF,0x310C3439,,0x5A4,64,0,57597,52,53248,,,,
12/05-15:38:21.903248 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x63,***AP***,0xA59206EF,0x310C3439,,0x5A4,64,0,57598,85,87040,,,,
12/05-15:38:22.051166 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920710,0x310C3457,,0x5A4,64,0,57599,52,53248,,,,
12/05-15:38:22.181476 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x68,***AP***,0xA5920710,0x310C3457,,0x5A4,64,0,57600,90,92160,,,,
12/05-15:38:22.329406 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920736,0x310C3479,,0x5A4,64,0,57601,52,53248,,,,
12/05-15:38:22.348313 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920736,0x310C34B0,,0x5A4,64,0,57602,52,53248,,,,
12/05-15:38:22.348324 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920736,0x310C3507,,0x5A4,64,0,57603,52,53248,,,,
12/05-15:38:22.348347 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920736,0x310C359E,,0x5A4,64,0,57604,52,53248,,,,
12/05-15:38:22.348355 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920736,0x310C35CF,,0x5A4,64,0,57605,52,53248,,,,
12/05-15:38:22.348361 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920736,0x310C35F1,,0x5A4,64,0,57606,52,53248,,,,
12/05-15:38:22.384257 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x67,***AP***,0xA5920736,0x310C35F1,,0x5A4,64,0,57607,89,91136,,,,
12/05-15:38:22.588627 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592075B,0x310C3753,,0x5A4,64,0,57608,52,53248,,,,
12/05-15:38:22.604635 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x62,***AP***,0xA592075B,0x310C3753,,0x5A4,64,0,57609,84,86016,,,,
12/05-15:38:22.753056 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592077B,0x310C3771,,0x5A4,64,0,57610,52,53248,,,,
12/05-15:38:22.881153 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x67,***AP***,0xA592077B,0x310C3771,,0x5A4,64,0,57611,89,91136,,,,
12/05-15:38:23.029730 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207A0,0x310C3793,,0x5A4,64,0,57612,52,53248,,,,
12/05-15:38:23.047833 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207A0,0x310C37CA,,0x5A4,64,0,57613,52,53248,,,,
12/05-15:38:23.050901 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207A0,0x310C3821,,0x5A4,64,0,57614,52,53248,,,,
12/05-15:38:23.055820 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207A0,0x310C38B8,,0x5A4,64,0,57615,52,53248,,,,
12/05-15:38:23.055842 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207A0,0x310C38E8,,0x5A4,64,0,57616,52,53248,,,,
12/05-15:38:23.055859 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207A0,0x310C390A,,0x5A4,64,0,57617,52,53248,,,,
12/05-15:38:23.150575 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x67,***AP***,0xA59207A0,0x310C390A,,0x5A4,64,0,57618,89,91136,,,,
12/05-15:38:23.313229 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207C5,0x310C39A1,,0x5A4,64,0,57619,52,53248,,,,
12/05-15:38:23.313254 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207C5,0x310C3A3A,,0x5A4,64,0,57620,52,53248,,,,
12/05-15:38:23.313270 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207C5,0x310C3A5C,,0x5A4,64,0,57621,52,53248,,,,
12/05-15:38:23.449431 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x62,***AP***,0xA59207C5,0x310C3A5C,,0x5A4,64,0,57622,84,86016,,,,
12/05-15:38:23.599486 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA59207E5,0x310C3A7A,,0x5A4,64,0,57623,52,53248,,,,
12/05-15:38:23.735224 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x64,***AP***,0xA59207E5,0x310C3A7A,,0x5A4,64,0,57624,86,88064,,,,
12/05-15:38:23.884262 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920807,0x310C3A9C,,0x5A4,64,0,57625,52,53248,,,,
12/05-15:38:23.898316 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920807,0x310C3AD3,,0x5A4,64,0,57626,52,53248,,,,
12/05-15:38:23.898326 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920807,0x310C3B2A,,0x5A4,64,0,57627,52,53248,,,,
12/05-15:38:23.898342 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920807,0x310C3BC1,,0x5A4,64,0,57628,52,53248,,,,
12/05-15:38:23.898348 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920807,0x310C3C09,,0x5A4,64,0,57629,52,53248,,,,
12/05-15:38:23.898354 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920807,0x310C3C2A,,0x5A4,64,0,57630,52,53248,,,,
12/05-15:38:23.942144 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x67,***AP***,0xA5920807,0x310C3C2A,,0x5A4,64,0,57631,89,91136,,,,
12/05-15:38:24.107843 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592082C,0x310C3CC1,,0x5A4,64,0,57632,52,53248,,,,
12/05-15:38:24.107851 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592082C,0x310C3D6A,,0x5A4,64,0,57633,52,53248,,,,
12/05-15:38:24.107865 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592082C,0x310C3D8C,,0x5A4,64,0,57634,52,53248,,,,
12/05-15:38:24.242662 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x62,***AP***,0xA592082C,0x310C3D8C,,0x5A4,64,0,57635,84,86016,,,,
12/05-15:38:24.315517 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35564,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x62,***AP***,0x4E46F695,0xDF804011,,0x5A4,64,0,58403,84,86016,,,,
12/05-15:38:24.392267 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA592084C,0x310C3DAA,,0x5A4,64,0,57636,52,53248,,,,
12/05-15:38:24.463921 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35564,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0x4E46F6B5,0xDF804031,,0x5A4,64,0,58404,52,53248,,,,
12/05-15:38:24.569261 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x69,***AP***,0xA592084C,0x310C3DAA,,0x5A4,64,0,57637,91,93184,,,,
12/05-15:38:24.716975 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,35586,64233167109,993,00:24:9B:09:87:C0,C4:EA:1D:17:4D:D4,0x42,***A****,0xA5920873,0x310C3DCC,,0x5A4,64,0,57638,52,53248,,,,
