12/05-15:06:47.873544 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xABBD18DA,0x997DB769,,0x414,64,0,61360,108,110592,,,,
12/05-15:06:49.914515 ,129,15,1,Reset outside window,TCP,112.85.42.175,60901,192.168.1.104,22,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x42,***A*R**,0x27FF5105,0xD28A5BEA,,0x91,49,0,39065,52,53248,,,,
12/05-15:07:07.048666 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xFE5650F1,0x614194D7,,0x3FE,64,0,38989,108,110592,,,,
12/05-15:07:09.143283 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7C,***AP***,0xABBD19BC,0x997DB811,,0x414,64,0,61368,110,112640,,,,
12/05-15:07:11.683880 ,129,15,1,Reset outside window,TCP,112.85.42.175,28328,192.168.1.104,22,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x42,***A*R**,0x2484ACB6,0xF5974C3A,,0x91,49,0,34402,52,53248,,,,
12/05-15:07:11.841577 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.153,44978,64233184188,5228,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x42,***A****,0xAD3B243D,0xC52B0291,,0x196,64,0,40125,52,53248,,,,
12/05-15:07:11.887770 ,129,20,1,TCP session without 3-way handshake,TCP,64233184188,5228,192.168.1.153,44978,C4:EA:1D:17:4D:D4,00:24:9B:04:34:61,0x42,***A****,0xC52B0291,0xAD3B243E,,0x103,120,0,15075,52,53248,,,,
12/05-15:07:29.162278 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7C,***AP***,0xFE5651D3,0x6141957F,,0x3FE,64,0,38996,110,112640,,,,
12/05-15:07:37.599359 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xABBD1AA0,0x997DB881,,0x414,64,0,61374,108,110592,,,,
12/05-15:07:56.897523 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.153,44978,64233184188,5228,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x42,***A****,0xAD3B243D,0xC52B0291,,0x196,64,0,40126,52,53248,,,,
12/05-15:07:56.943373 ,129,20,1,TCP session without 3-way handshake,TCP,64233184188,5228,192.168.1.153,44978,C4:EA:1D:17:4D:D4,00:24:9B:04:34:61,0x42,***A****,0xC52B0291,0xAD3B243E,,0x103,120,0,35126,52,53248,,,,
12/05-15:07:57.048714 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xFE5652B7,0x614195EF,,0x3FE,64,0,39002,108,110592,,,,
12/05-15:08:07.599527 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xABBD1B82,0x997DBD28,,0x42A,64,0,61382,108,110592,,,,
12/05-15:08:27.048564 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xFE565399,0x61419697,,0x3FE,64,0,39009,108,110592,,,,
12/05-15:08:29.190338 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7C,***AP***,0xABBD1C64,0x997DBDD0,,0x42A,64,0,61389,110,112640,,,,
12/05-15:08:41.953708 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.153,44978,64233184188,5228,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x42,***A****,0xAD3B243D,0xC52B0291,,0x196,64,0,40127,52,53248,,,,
12/05-15:08:42.000045 ,129,20,1,TCP session without 3-way handshake,TCP,64233184188,5228,192.168.1.153,44978,C4:EA:1D:17:4D:D4,00:24:9B:04:34:61,0x42,***A****,0xC52B0291,0xAD3B243E,,0x103,120,0,59952,52,53248,,,,
12/05-15:08:49.203029 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xFE56547B,0x61419B40,,0x414,64,0,39017,108,110592,,,,
12/05-15:08:57.599624 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x79,***AP***,0xABBD1D46,0x997DBE40,,0x42A,64,0,61395,107,109568,,,,
12/05-15:09:10.743576 ,120,3,1,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,TCP,192.168.1.104,8000,116.203.76.176,49704,00:1B:21:AE:28:67,C4:EA:1D:17:4D:D4,0x4242,***A****,0xFB064F07,0x813187AE,,0xFA00,51,0,42372,16948,53512,,,,
12/05-15:09:10.853934 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63005,40,40960,,,,
12/05-15:09:10.856186 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63006,40,40960,,,,
12/05-15:09:10.859059 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63007,40,40960,,,,
12/05-15:09:10.861687 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63008,40,40960,,,,
12/05-15:09:10.863917 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63009,40,40960,,,,
12/05-15:09:10.867268 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63010,40,40960,,,,
12/05-15:09:10.870217 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63011,40,40960,,,,
12/05-15:09:10.872935 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63012,40,40960,,,,
12/05-15:09:10.879064 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63013,40,40960,,,,
12/05-15:09:10.880697 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63014,40,40960,,,,
12/05-15:09:10.882915 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63015,40,40960,,,,
12/05-15:09:10.886435 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63016,40,40960,,,,
12/05-15:09:10.889182 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63017,40,40960,,,,
12/05-15:09:10.892190 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63018,40,40960,,,,
12/05-15:09:10.894420 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63019,40,40960,,,,
12/05-15:09:10.897180 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63020,40,40960,,,,
12/05-15:09:10.900698 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63021,40,40960,,,,
12/05-15:09:10.903465 ,129,15,1,Reset outside window,TCP,116.203.76.176,49704,192.168.1.104,8000,C4:EA:1D:17:4D:D4,00:1B:21:AE:28:67,0x3C,*****R**,0x813187AE,0x0,,0x0,51,0,63022,40,40960,,,,
12/05-15:09:17.048698 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x79,***AP***,0xFE56555A,0x61419BB0,,0x414,64,0,39023,107,109568,,,,
12/05-15:09:27.009746 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.153,44978,64233184188,5228,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x42,***A****,0xAD3B243D,0xC52B0291,,0x196,64,0,40128,52,53248,,,,
12/05-15:09:27.055941 ,129,20,1,TCP session without 3-way handshake,TCP,64233184188,5228,192.168.1.153,44978,C4:EA:1D:17:4D:D4,00:24:9B:04:34:61,0x42,***A****,0xC52B0291,0xAD3B243E,,0x103,120,0,17043,52,53248,,,,
12/05-15:09:27.599753 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xABBD1E25,0x997DBEE8,,0x42A,64,0,61402,108,110592,,,,
12/05-15:09:47.048897 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xFE56563B,0x61419C58,,0x414,64,0,39030,108,110592,,,,
12/05-15:09:49.228459 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7C,***AP***,0xABBD1F07,0x997DBF90,,0x42A,64,0,61409,110,112640,,,,
12/05-15:10:09.246430 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7C,***AP***,0xFE56571D,0x61419D00,,0x414,64,0,39037,110,112640,,,,
12/05-15:10:12.065825 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.153,44978,64233184188,5228,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x42,***A****,0xAD3B243D,0xC52B0291,,0x196,64,0,40129,52,53248,,,,
12/05-15:10:12.111605 ,129,20,1,TCP session without 3-way handshake,TCP,64233184188,5228,192.168.1.153,44978,C4:EA:1D:17:4D:D4,00:24:9B:04:34:61,0x42,***A****,0xC52B0291,0xAD3B243E,,0x103,120,0,40214,52,53248,,,,
12/05-15:10:17.599772 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56838,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xABBD1FEB,0x997DC3FF,,0x440,64,0,61417,108,110592,,,,
12/05-15:10:37.048925 ,129,12,1,Consecutive TCP small segments exceeding threshold,TCP,192.168.1.154,56836,3120198117,443,00:24:9B:04:34:61,C4:EA:1D:17:4D:D4,0x7A,***AP***,0xFE565801,0x61419D70,,0x414,64,0,39043,108,110592,,,,
12/05-15:10:44.032734 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF27180B7,0x4E936071,,0x5A4,64,16,8998,88,90112,,,,
12/05-15:10:44.032734 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF27180B7,0x4E936071,,0x5A4,64,16,8998,88,90112,,,,
12/05-15:10:44.032822 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x42,***A****,0x4E936071,0xF27180DB,,0x1F5,64,16,60891,52,53248,,,,
12/05-15:10:44.032863 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x42,***A****,0x4E936071,0xF27180DB,,0x1F5,64,16,60891,52,53248,,,,
12/05-15:10:44.033275 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936071,0xF27180DB,,0x1F5,64,16,60892,88,90112,,,,
12/05-15:10:44.033275 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936071,0xF27180DB,,0x1F5,64,16,60892,88,90112,,,,
12/05-15:10:44.033313 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936071,0xF27180DB,,0x1F5,64,16,60892,88,90112,,,,
12/05-15:10:44.033313 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936071,0xF27180DB,,0x1F5,64,16,60892,88,90112,,,,
12/05-15:10:44.033794 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E936095,0xF27180DB,,0x1F5,64,16,60893,152,155648,,,,
12/05-15:10:44.033794 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E936095,0xF27180DB,,0x1F5,64,16,60893,152,155648,,,,
12/05-15:10:44.033824 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E936095,0xF27180DB,,0x1F5,64,16,60893,152,155648,,,,
12/05-15:10:44.033824 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E936095,0xF27180DB,,0x1F5,64,16,60893,152,155648,,,,
12/05-15:10:44.034101 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27180DB,0x4E936095,,0x5A4,64,16,8999,52,53248,,,,
12/05-15:10:44.034565 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27180DB,0x4E9360F9,,0x5A4,64,16,9000,52,53248,,,,
12/05-15:10:44.655779 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF27180DB,0x4E9360F9,,0x5A4,64,16,9001,88,90112,,,,
12/05-15:10:44.655779 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF27180DB,0x4E9360F9,,0x5A4,64,16,9001,88,90112,,,,
12/05-15:10:44.655850 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x42,***A****,0x4E9360F9,0xF27180FF,,0x1F5,64,16,60894,52,53248,,,,
12/05-15:10:44.655888 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x42,***A****,0x4E9360F9,0xF27180FF,,0x1F5,64,16,60894,52,53248,,,,
12/05-15:10:44.656302 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9360F9,0xF27180FF,,0x1F5,64,16,60895,88,90112,,,,
12/05-15:10:44.656302 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9360F9,0xF27180FF,,0x1F5,64,16,60895,88,90112,,,,
12/05-15:10:44.656332 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9360F9,0xF27180FF,,0x1F5,64,16,60895,88,90112,,,,
12/05-15:10:44.656332 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9360F9,0xF27180FF,,0x1F5,64,16,60895,88,90112,,,,
12/05-15:10:44.656790 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E93611D,0xF27180FF,,0x1F5,64,16,60896,152,155648,,,,
12/05-15:10:44.656790 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E93611D,0xF27180FF,,0x1F5,64,16,60896,152,155648,,,,
12/05-15:10:44.656817 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E93611D,0xF27180FF,,0x1F5,64,16,60896,152,155648,,,,
12/05-15:10:44.656817 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0xA6,***AP***,0x4E93611D,0xF27180FF,,0x1F5,64,16,60896,152,155648,,,,
12/05-15:10:44.657204 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27180FF,0x4E93611D,,0x5A4,64,16,9002,52,53248,,,,
12/05-15:10:44.657720 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF27180FF,0x4E936181,,0x5A4,64,16,9003,52,53248,,,,
12/05-15:10:45.430885 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF27180FF,0x4E936181,,0x5A4,64,16,9004,88,90112,,,,
12/05-15:10:45.430885 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF27180FF,0x4E936181,,0x5A4,64,16,9004,88,90112,,,,
12/05-15:10:45.431517 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936181,0xF2718123,,0x1F5,64,16,60897,88,90112,,,,
12/05-15:10:45.431517 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936181,0xF2718123,,0x1F5,64,16,60897,88,90112,,,,
12/05-15:10:45.431556 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936181,0xF2718123,,0x1F5,64,16,60897,88,90112,,,,
12/05-15:10:45.431556 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E936181,0xF2718123,,0x1F5,64,16,60897,88,90112,,,,
12/05-15:10:45.432487 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF2718123,0x4E9361A5,,0x5A4,64,16,9005,52,53248,,,,
12/05-15:10:45.639173 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF2718123,0x4E9361A5,,0x5A4,64,16,9006,88,90112,,,,
12/05-15:10:45.639173 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF2718123,0x4E9361A5,,0x5A4,64,16,9006,88,90112,,,,
12/05-15:10:45.639677 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361A5,0xF2718147,,0x1F5,64,16,60898,88,90112,,,,
12/05-15:10:45.639677 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361A5,0xF2718147,,0x1F5,64,16,60898,88,90112,,,,
12/05-15:10:45.639711 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361A5,0xF2718147,,0x1F5,64,16,60898,88,90112,,,,
12/05-15:10:45.639711 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361A5,0xF2718147,,0x1F5,64,16,60898,88,90112,,,,
12/05-15:10:45.640475 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF2718147,0x4E9361C9,,0x5A4,64,16,9007,52,53248,,,,
12/05-15:10:45.799281 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF2718147,0x4E9361C9,,0x5A4,64,16,9008,88,90112,,,,
12/05-15:10:45.799281 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF2718147,0x4E9361C9,,0x5A4,64,16,9008,88,90112,,,,
12/05-15:10:45.799742 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361C9,0xF271816B,,0x1F5,64,16,60899,88,90112,,,,
12/05-15:10:45.799742 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361C9,0xF271816B,,0x1F5,64,16,60899,88,90112,,,,
12/05-15:10:45.799772 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361C9,0xF271816B,,0x1F5,64,16,60899,88,90112,,,,
12/05-15:10:45.799772 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361C9,0xF271816B,,0x1F5,64,16,60899,88,90112,,,,
12/05-15:10:45.800544 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x42,***A****,0xF271816B,0x4E9361ED,,0x5A4,64,16,9009,52,53248,,,,
12/05-15:10:45.976835 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF271816B,0x4E9361ED,,0x5A4,64,16,9010,88,90112,,,,
12/05-15:10:45.976835 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.151,48400,192.168.1.170,22,70:18:8B:82:12:E5,DC:A6:32:25:D8:43,0x66,***AP***,0xF271816B,0x4E9361ED,,0x5A4,64,16,9010,88,90112,,,,
12/05-15:10:45.977279 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361ED,0xF271818F,,0x1F5,64,16,60900,88,90112,,,,
12/05-15:10:45.977279 ,128,4,1,(spp_ssh) Protocol mismatch,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361ED,0xF271818F,,0x1F5,64,16,60900,88,90112,,,,
12/05-15:10:45.977310 ,129,20,1,TCP session without 3-way handshake,TCP,192.168.1.170,22,192.168.1.151,48400,DC:A6:32:25:D8:43,70:18:8B:82:12:E5,0x66,***AP***,0x4E9361ED,0xF271818F,,0x1F5,64,16,60900,88,90112,,,,
